Codigo Municipio,NÂº Explotaciones Ganaderas
15061,711.0
48083,40.0
28102,10.0
03098,2.0
25156,45.0
16145,6.0
24106,35.0
50199,3.0
05175,13.0
17116,1.0
34116,2.0
34901,10.0
02057,30.0
22167,51.0
25157,26.0
41068,116.0
31200,7.0
45126,1.0
49139,9.0
40152,46.0
18148,19.0
46185,1.0
18149,6.0
48072,35.0
32054,140.0
27038,437.0
27039,1116.0
15062,1042.0
33044,917.0
01043,9.0
15063,535.0
09238,24.0
20059,450.0
08154,4.0
15064,220.0
32055,179.0
05176,20.0
09242,2.0
09243,3.0
32056,125.0
15065,273.0
09244,3.0
18150,27.0
04071,1.0
35015,175.0
40154,3.0
05177,7.0
37225,6.0
49141,31.0
24107,20.0
16146,16.0
16147,4.0
05178,24.0
49143,18.0
09246,26.0
24108,7.0
37226,46.0
49142,24.0
24109,98.0
41069,85.0
37228,10.0
08155,12.0
17117,18.0
17118,17.0
12087,1.0
27040,1022.0
25158,24.0
17119,6.0
17121,25.0
17120,20.0
08156,19.0
47109,11.0
40155,20.0
09249,3.0
09248,3.0
34120,43.0
37229,7.0
14048,2.0
34121,4.0
07040,264.0
43099,8.0
21054,31.0
14049,41.0
35016,121.0
22168,4.0
17123,17.0
46189,1.0
44176,11.0
16148,16.0
41070,6.0
06098,18.0
45127,4.0
16149,2.0
10137,42.0
21055,17.0
17124,31.0
18151,19.0
31201,5.0
09251,6.0
44177,17.0
50200,2.0
22170,26.0
45128,9.0
27041,877.0
05179,14.0
08158,2.0
16150,9.0
28104,5.0
50201,3.0
50202,1.0
37230,5.0
37231,9.0
32057,105.0
41071,36.0
27042,1059.0
37232,42.0
27043,640.0
34122,3.0
24110,63.0
29077,8.0
03100,11.0
09253,6.0
17125,21.0
19209,4.0
45129,9.0
34123,27.0
19210,2.0
19211,12.0
08159,5.0
28106,4.0
17126,21.0
06099,102.0
16152,1.0
05180,14.0
44178,15.0
33045,602.0
47110,2.0
45130,30.0
04072,25.0
09255,3.0
20064,17.0
10138,30.0
05181,14.0
38027,134.0
37233,23.0
27044,1485.0
19212,11.0
50203,2.0
46190,4.0
11025,22.0
21056,44.0
02058,35.0
04073,7.0
28107,5.0
17128,15.0
43102,26.0
21057,215.0
37234,31.0
34124,10.0
36037,171.0
26113,4.0
23066,27.0
04074,15.0
16153,9.0
27045,484.0
47111,25.0
47112,12.0
46191,15.0
49145,12.0
40156,16.0
37235,28.0
34125,2.0
19213,4.0
03101,10.0
41072,69.0
17129,9.0
28108,25.0
14050,7.0
05182,53.0
18152,21.0
13061,6.0
05183,14.0
14051,315.0
50204,26.0
09256,9.0
09259,8.0
34126,35.0
09257,10.0
09258,9.0
47113,5.0
50205,4.0
37236,28.0
37237,54.0
37238,1.0
26114,12.0
41073,242.0
10139,25.0
37239,5.0
16154,21.0
23067,17.0
03102,26.0
49146,22.0
05184,35.0
37240,11.0
45131,49.0
37241,30.0
37242,40.0
40157,5.0
49147,9.0
49148,13.0
18153,2.0
39048,195.0
03103,11.0
25164,18.0
12089,11.0
45132,30.0
49150,8.0
17130,24.0
44180,7.0
08160,30.0
43103,1.0
16155,9.0
09262,7.0
17132,60.0
10141,57.0
10140,119.0
06101,90.0
44181,7.0
37248,38.0
37249,24.0
19216,3.0
34127,2.0
28110,15.0
44182,24.0
10142,34.0
22174,40.0
22175,20.0
31202,36.0
22176,10.0
19217,8.0
25165,43.0
24112,16.0
22177,21.0
49151,38.0
50206,17.0
32058,163.0
43104,45.0
49152,89.0
37250,27.0
29079,67.0
49153,26.0
34904,64.0
37251,22.0
40158,4.0
32059,364.0
22178,10.0
39050,67.0
10143,38.0
10144,12.0
33048,58.0
39051,16.0
16157,6.0
47116,8.0
31203,6.0
32060,32.0
07041,241.0
03104,22.0
46192,1.0
02061,29.0
18154,46.0
28111,8.0
37243,48.0
37244,19.0
01044,12.0
47114,28.0
41074,55.0
47115,31.0
22172,27.0
05185,15.0
19214,2.0
06100,43.0
19215,3.0
33046,162.0
33047,205.0
37245,39.0
37246,9.0
09261,7.0
37247,8.0
44179,61.0
14052,73.0
39049,29.0
22173,26.0
02060,25.0
02059,38.0
49149,63.0
49154,16.0
46193,4.0
46194,31.0
16158,9.0
13062,6.0
13063,81.0
05186,63.0
49155,18.0
05187,47.0
31204,2.0
10145,4.0
50207,5.0
39052,421.0
08161,18.0
09265,1.0
03902,13.0
41075,36.0
43105,9.0
33049,1090.0
50208,43.0
12090,9.0
18910,11.0
38901,33.0
16159,2.0
40159,14.0
40160,18.0
09267,2.0
16160,6.0
08163,1.0
09266,5.0
37252,17.0
43106,11.0
25166,54.0
46196,8.0
09270,1.0
19218,1.0
49156,6.0
09268,2.0
09269,9.0
28112,14.0
26115,3.0
15066,1161.0
37253,17.0
49157,19.0
34129,18.0
10146,34.0
25167,73.0
03105,30.0
18157,4.0
18158,22.0
50209,18.0
50210,6.0
28113,10.0
10147,10.0
19220,5.0
19221,11.0
16161,4.0
22181,5.0
44183,14.0
37254,4.0
31205,6.0
29080,62.0
37255,17.0
34130,5.0
47117,8.0
18159,23.0
47118,1.0
49158,31.0
32061,334.0
28114,17.0
43108,13.0
08164,5.0
22182,49.0
03106,3.0
17133,42.0
17134,7.0
25911,52.0
10148,176.0
50211,8.0
10149,70.0
50212,1.0
50213,5.0
48077,22.0
30032,27.0
44184,3.0
25168,6.0
07044,64.0
46203,3.0
12094,3.0
12093,4.0
25169,5.0
08165,5.0
08166,25.0
43109,1.0
43110,6.0
43111,4.0
25171,19.0
46202,6.0
46200,7.0
34131,6.0
34132,2.0
34133,4.0
24113,8.0
49160,5.0
49159,7.0
13064,8.0
03901,1.0
44185,6.0
19222,9.0
43112,1.0
32063,304.0
27047,616.0
15067,74.0
36041,18.0
27046,686.0
24114,53.0
39053,68.0
45133,54.0
39054,79.0
34134,5.0
22184,21.0
18161,10.0
08167,19.0
46197,2.0
07042,205.0
47121,21.0
03107,9.0
18162,4.0
34135,13.0
50214,3.0
24115,202.0
33050,165.0
43113,1.0
25030,10.0
17135,4.0
25173,81.0
08182,4.0
36043,326.0
36042,796.0
15068,553.0
36044,11.0
15069,141.0
32064,35.0
27048,637.0
15070,621.0
36038,374.0
43141,7.0
08168,7.0
17136,10.0
25172,27.0
23069,28.0
32062,161.0
17137,44.0
43114,7.0
07043,251.0
36039,165.0
10150,71.0
16162,2.0
36040,329.0
17138,1.0
12091,22.0
25174,13.0
44187,17.0
10151,50.0
16163,1.0
47122,13.0
42140,4.0
45134,11.0
49162,24.0
15071,683.0
27049,477.0
48078,10.0
18163,9.0
13065,155.0
24116,33.0
14053,68.0
39055,5.0
05188,17.0
42141,24.0
19223,2.0
37256,9.0
02062,10.0
05189,27.0
16165,2.0
09272,4.0
34136,24.0
47123,22.0
47124,2.0
42142,4.0
22186,6.0
05190,10.0
23070,46.0
02901,5.0
19224,1.0
19225,3.0
34137,2.0
02064,10.0
16166,7.0
49163,17.0
14054,571.0
02063,21.0
44189,4.0
16908,8.0
37257,37.0
50215,2.0
44190,3.0
02065,18.0
16169,8.0
50216,3.0
13066,19.0
49164,15.0
10152,55.0
47125,5.0
24117,41.0
28116,1.0
13067,12.0
40161,2.0
09273,2.0
34139,6.0
26117,10.0
43115,6.0
40162,26.0
19226,2.0
28117,7.0
43116,7.0
50217,5.0
26118,1.0
49165,9.0
24118,9.0
11026,193.0
09274,9.0
19227,4.0
05191,9.0
43117,6.0
08169,6.0
43118,3.0
08171,31.0
08170,13.0
25175,21.0
33051,583.0
25176,18.0
25177,49.0
26119,8.0
09275,11.0
17139,34.0
24119,38.0
16170,21.0
14055,217.0
24120,30.0
33052,211.0
16171,10.0
25179,34.0
41076,50.0
50218,30.0
06102,193.0
50219,6.0
16172,2.0
45135,12.0
12092,6.0
09276,2.0
37258,56.0
22187,8.0
41077,41.0
18164,132.0
16173,16.0
13068,113.0
21058,267.0
44191,34.0
24121,72.0
45136,52.0
06107,28.0
40163,10.0
37259,15.0
46201,6.0
49166,8.0
06108,79.0
34140,7.0
19229,1.0
44192,65.0
37260,64.0
06103,14.0
06104,48.0
28118,10.0
41078,162.0
06105,98.0
13069,4.0
06106,21.0
41079,56.0
16174,12.0
45137,89.0
49167,7.0
06902,6.0
50220,1.0
14056,32.0
39056,234.0
24122,6.0
23071,19.0
22188,4.0
37261,36.0
22902,31.0
31206,8.0
09277,6.0
28902,36.0
23072,25.0
37262,57.0
05192,28.0
13070,2.0
30033,280.0
21059,31.0
11028,69.0
37264,20.0
11029,45.0
37263,18.0
45139,27.0
10153,75.0
11027,48.0
38028,8.0
35017,280.0
22189,30.0
13071,76.0
44193,30.0
31207,1.0
22190,53.0
22193,11.0
46204,10.0
08175,62.0
17141,55.0
25180,20.0
43119,8.0
07045,44.0
25181,23.0
25182,10.0
08176,27.0
29081,12.0
45140,54.0
18165,1.0
04075,70.0
21060,9.0
38029,43.0
38030,36.0
32065,80.0
47126,2.0
04076,14.0
50221,4.0
18167,10.0
46205,11.0
08177,22.0
17142,4.0
46102,6.0
46103,1.0
46104,27.0
03060,5.0
26120,13.0
09279,4.0
18168,21.0
17043,23.0
45141,12.0
43120,12.0
46206,7.0
23073,74.0
22195,4.0
28119,4.0
42144,18.0
06109,135.0
24123,59.0
24124,18.0
09281,2.0
34141,1.0
24125,48.0
09280,1.0
09283,3.0
09287,1.0
09288,2.0
45142,20.0
09289,30.0
16175,39.0
42145,1.0
09298,3.0
09301,2.0
47127,1.0
47129,15.0
34143,22.0
47130,5.0
49170,16.0
09294,7.0
09901,13.0
09295,3.0
47128,14.0
49168,9.0
49169,3.0
09297,7.0
32066,68.0
50222,58.0
27050,408.0
33053,401.0
49171,46.0
45143,10.0
42148,2.0
27056,13.0
49172,149.0
26121,9.0
09302,6.0
47131,9.0
49173,41.0
09303,7.0
42149,13.0
09304,1.0
17143,26.0
16176,2.0
03109,2.0
44194,15.0
46207,1.0
46209,5.0
03110,6.0
46210,5.0
37265,9.0
04077,2.0
32067,469.0
08178,28.0
39057,122.0
14057,28.0
32068,104.0
47132,3.0
40164,16.0
28120,62.0
26122,1.0
39058,166.0
43121,20.0
05193,7.0
46212,3.0
45144,83.0
41080,183.0
38031,129.0
10154,9.0
42151,5.0
09306,23.0
40165,7.0
45145,22.0
02066,6.0
19232,2.0
42152,7.0
26123,2.0
09307,6.0
37266,29.0
36045,141.0
03111,8.0
28121,7.0
17144,3.0
33054,458.0
24127,7.0
09309,10.0
16177,12.0
06110,50.0
39059,10.0
09310,9.0
34146,4.0
03112,14.0
08179,3.0
42153,1.0
50223,12.0
40166,2.0
47133,5.0
34147,17.0
42154,8.0
39060,181.0
49174,2.0
46213,62.0
34149,1.0
34151,14.0
06112,46.0
45146,6.0
37267,58.0
42155,17.0
09311,10.0
13072,116.0
43123,46.0
49175,30.0
34152,4.0
09316,12.0
34154,1.0
09314,4.0
09312,7.0
09315,5.0
24129,27.0
42156,1.0
40168,4.0
25183,44.0
15072,256.0
40170,51.0
24130,33.0
43124,1.0
42157,2.0
19235,1.0
43125,9.0
46214,16.0
32069,20.0
33055,148.0
27051,612.0
33056,307.0
36046,283.0
31208,10.0
26124,25.0
39061,240.0
39062,229.0
34155,2.0
27052,94.0
28122,3.0
15073,453.0
27053,300.0
01047,5.0
25905,22.0
25185,69.0
33057,87.0
06113,53.0
34156,1.0
17145,41.0
40171,10.0
50225,27.0
30034,27.0
24131,21.0
24132,127.0
17146,5.0
45147,12.0
43126,4.0
44195,13.0
19237,5.0
26125,8.0
29082,20.0
41081,37.0
37268,44.0
25186,33.0
05194,17.0
09318,5.0
44196,4.0
05195,70.0
49176,80.0
40172,6.0
19238,1.0
29083,24.0
04078,2.0
10155,45.0
39063,171.0
49177,15.0
02067,29.0
32071,336.0
33058,253.0
42158,3.0
24133,27.0
27054,447.0
39064,150.0
17147,53.0
08180,1.0
06114,39.0
25913,14.0
17148,20.0
17149,23.0
43127,7.0
43128,2.0
17150,34.0
43129,44.0
17151,11.0
28123,5.0
05196,5.0
09321,8.0
49178,4.0
47134,18.0
24134,35.0
47135,3.0
37269,67.0
49179,17.0
10156,6.0
19239,4.0
10158,140.0
28124,1.0
10157,6.0
02068,22.0
13901,95.0
28125,68.0
19240,1.0
45148,53.0
10159,29.0
37270,22.0
28126,4.0
22197,83.0
26126,7.0
06115,75.0
08181,46.0
21061,80.0
02069,58.0
41082,21.0
43131,3.0
40173,15.0
08183,8.0
36047,1261.0
44197,5.0
26127,3.0
43132,1.0
49180,40.0
15074,1024.0
03113,2.0
09323,12.0
42159,4.0
37271,20.0
03114,10.0
10160,20.0
19241,4.0
50227,14.0
31209,16.0
45149,4.0
31210,11.0
29084,465.0
41083,113.0
24136,36.0
04079,34.0
43133,75.0
36048,168.0
21062,218.0
10901,50.0
38032,64.0
17152,14.0
49181,89.0
12096,55.0
25189,11.0
11030,91.0
43134,4.0
42160,17.0
44198,12.0
09325,5.0
16181,3.0
28127,4.0
28128,29.0
39065,24.0
32072,41.0
10161,29.0
08184,13.0
47138,4.0
32073,189.0
44199,3.0
44201,27.0
44200,4.0
08185,14.0
41084,8.0
18170,9.0
47139,16.0
50228,6.0
19243,5.0
39066,102.0
50229,3.0
39067,262.0
13902,2.0
39068,45.0
17153,8.0
08901,35.0
23074,11.0
14058,62.0
08187,34.0
24137,22.0
23075,40.0
50241,3.0
22199,111.0
12097,4.0
19244,8.0
19245,4.0
13073,96.0
40174,5.0
15075,67.0
31212,1.0
50230,59.0
16186,10.0
47140,13.0
19246,1.0
37272,23.0
08188,30.0
03115,1.0
37273,61.0
46220,11.0
24139,49.0
37303,49.0
22200,16.0
37274,8.0
18171,18.0
29085,7.0
33059,1205.0
22201,4.0
22202,2.0
09329,1.0
25190,10.0
09330,31.0
49183,20.0
36049,97.0
44203,2.0
34157,43.0
09332,5.0
37275,30.0
08190,20.0
31213,38.0
42161,3.0
17154,17.0
22203,15.0
50231,1.0
03116,10.0
31214,23.0
34158,10.0
16187,2.0
07059,76.0
09334,9.0
08191,57.0
22204,46.0
19247,7.0
16188,14.0
37276,15.0
05197,19.0
02070,10.0
18173,24.0
43135,3.0
10162,56.0
43905,1.0
17155,7.0
41085,13.0
16189,31.0
05198,11.0
47141,10.0
06116,279.0
36050,595.0
50232,9.0
10163,73.0
37277,18.0
06117,320.0
01051,30.0
12098,37.0
01052,1.0
40176,23.0
49184,31.0
27055,742.0
44205,39.0
50233,1.0
31215,15.0
09335,3.0
24141,5.0
44206,18.0
28129,25.0
49185,24.0
32074,160.0
19248,3.0
24142,26.0
19249,1.0
38033,29.0
26129,10.0
35018,96.0
05199,11.0
05200,13.0
05201,34.0
35019,121.0
21063,99.0
45150,19.0
13074,7.0
34159,5.0
49186,24.0
47142,8.0
34160,10.0
32075,76.0
16190,35.0
40177,8.0
49187,111.0
38023,164.0
40906,18.0
37278,4.0
24144,33.0
40178,11.0
32076,552.0
24145,149.0
42162,36.0
22205,64.0
24146,17.0
05208,6.0
37284,17.0
05206,9.0
49188,29.0
05207,20.0
42163,3.0
39069,185.0
37285,77.0
11031,4.0
28130,8.0
03118,23.0
05209,30.0
40181,26.0
03904,7.0
30035,37.0
11902,109.0
41086,5.0
05901,60.0
22207,33.0
05210,9.0
05211,89.0
38034,46.0
05212,60.0
09337,5.0
05213,24.0
21064,30.0
49189,16.0
24148,101.0
42164,14.0
47143,5.0
13075,21.0
28131,15.0
05214,11.0
16191,5.0
09338,1.0
34163,2.0
16192,3.0
45151,58.0
33061,187.0
45152,16.0
09339,2.0
10164,46.0
31217,4.0
28133,22.0
49190,18.0
47144,11.0
28132,15.0
05215,31.0
50234,12.0
37286,3.0
05216,60.0
33060,332.0
44207,2.0
40182,20.0
50235,28.0
38035,23.0
39070,49.0
40183,8.0
05217,26.0
03120,11.0
05218,46.0
37287,35.0
49191,17.0
47145,13.0
22903,58.0
47146,6.0
37036,3.0
49192,13.0
09340,5.0
26130,8.0
24149,25.0
01053,75.0
37288,5.0
37289,59.0
41088,42.0
47147,7.0
45153,86.0
05219,8.0
02071,24.0
24150,11.0
42165,20.0
16193,1.0
49193,28.0
40184,22.0
47148,32.0
06119,11.0
37291,64.0
49194,35.0
05220,17.0
30036,6.0
39071,173.0
37290,31.0
37292,23.0
12101,13.0
26132,23.0
47150,3.0
34165,4.0
45154,21.0
11033,50.0
39072,219.0
15076,515.0
47151,1.0
38036,148.0
14059,5.0
28134,16.0
21066,33.0
33063,130.0
06123,259.0
05231,3.0
39080,196.0
49208,91.0
26142,5.0
47156,4.0
03122,21.0
49209,95.0
32070,185.0
25191,28.0
24143,21.0
05204,6.0
37280,35.0
37281,12.0
40179,15.0
05205,20.0
37282,30.0
06118,20.0
37279,110.0
32077,166.0
37283,59.0
40180,37.0
22206,9.0
31216,20.0
11032,93.0
21065,49.0
41087,28.0
31219,3.0
08195,23.0
17157,23.0
08197,1.0
08196,2.0
17183,22.0
07046,351.0
08198,48.0
08199,61.0
08200,9.0
08201,28.0
43136,11.0
08203,6.0
08202,15.0
17158,23.0
08204,1.0
08206,1.0
08205,8.0
08208,3.0
08207,24.0
25196,17.0
08212,39.0
17159,32.0
08210,13.0
08211,13.0
17161,26.0
17162,38.0
08209,1.0
08213,31.0
17163,55.0
25192,28.0
25197,23.0
17164,9.0
08215,1.0
08193,11.0
43902,25.0
08216,6.0
17165,15.0
43137,9.0
07049,112.0
03119,3.0
07050,431.0
17168,10.0
12902,9.0
08218,22.0
46222,3.0
17167,76.0
17185,78.0
17166,11.0
12099,9.0
07048,215.0
08903,3.0
17169,20.0
08220,35.0
17903,3.0
08221,1.0
08223,7.0
08222,6.0
25193,10.0
07051,257.0
07052,59.0
08227,23.0
08228,8.0
17173,9.0
08225,36.0
08224,27.0
17172,24.0
25902,48.0
08226,4.0
12100,48.0
08229,84.0
17174,30.0
17175,3.0
17176,4.0
17177,29.0
17178,9.0
08189,12.0
08231,21.0
08232,4.0
08233,62.0
08234,36.0
08235,5.0
08236,7.0
08239,7.0
08237,13.0
08238,6.0
25194,25.0
08240,10.0
08241,14.0
08098,27.0
08262,12.0
08264,2.0
08265,36.0
06120,12.0
10165,72.0
45155,10.0
21067,59.0
43138,12.0
21068,116.0
35021,69.0
09343,3.0
08243,42.0
34167,4.0
22208,21.0
49197,13.0
26134,8.0
17180,14.0
43139,17.0
24151,50.0
24152,41.0
49199,5.0
15077,2054.0
17181,16.0
24153,17.0
49200,49.0
49201,14.0
39073,92.0
34168,1.0
50236,2.0
04080,1.0
50237,7.0
16194,4.0
13077,19.0
10167,59.0
05222,26.0
38038,41.0
42166,14.0
38037,25.0
09345,1.0
22209,25.0
10166,48.0
45156,52.0
13076,6.0
18174,17.0
45157,19.0
05221,7.0
09346,10.0
23076,33.0
24154,34.0
26135,44.0
14061,84.0
47152,9.0
49202,42.0
07053,31.0
08246,42.0
44209,22.0
26136,1.0
50238,2.0
33062,154.0
08247,32.0
08248,36.0
07054,567.0
18175,27.0
04081,3.0
09348,5.0
35022,102.0
12102,21.0
07055,288.0
08250,22.0
08251,18.0
08258,70.0
08253,21.0
39074,407.0
08254,132.0
22906,12.0
35023,66.0
42167,3.0
08255,52.0
08257,6.0
24158,57.0
08259,37.0
37293,27.0
49204,10.0
28135,96.0
24155,15.0
49203,13.0
42168,4.0
05226,36.0
05224,16.0
05225,40.0
07056,68.0
09350,44.0
16195,14.0
05902,21.0
09352,6.0
24156,24.0
24157,17.0
05227,2.0
16197,6.0
40185,56.0
24159,76.0
06121,69.0
10168,39.0
37294,3.0
40186,14.0
45158,13.0
09354,1.0
21069,264.0
43140,14.0
17184,76.0
08260,33.0
03121,8.0
08261,9.0
38039,6.0
31220,10.0
14060,49.0
22212,2.0
39075,109.0
07057,236.0
24160,39.0
47153,4.0
34169,23.0
24161,11.0
10169,65.0
23077,3.0
15078,1671.0
37296,43.0
10170,67.0
05228,104.0
38040,7.0
05904,33.0
23904,307.0
37297,33.0
34170,10.0
09355,1.0
49205,26.0
47154,5.0
49206,44.0
34171,35.0
37298,15.0
09356,3.0
10171,66.0
10172,109.0
39076,176.0
41089,7.0
15079,628.0
23079,84.0
39077,63.0
39078,203.0
19250,2.0
40188,11.0
40189,35.0
37299,36.0
33064,68.0
40190,6.0
09358,23.0
26138,15.0
05229,3.0
45901,20.0
23080,30.0
05230,17.0
40191,27.0
30901,44.0
28136,5.0
37300,43.0
06122,47.0
28137,3.0
49207,28.0
47155,7.0
24162,13.0
34174,11.0
39079,21.0
08192,48.0
26140,10.0
26141,6.0
48082,45.0
36051,242.0
49210,24.0
47157,3.0
37301,18.0
09361,8.0
33065,212.0
24163,33.0
22213,104.0
39081,121.0
09362,2.0
43142,11.0
12103,13.0
32078,250.0
27057,1795.0
31222,4.0
44210,33.0
25201,32.0
25200,30.0
31223,7.0
45159,12.0
09363,31.0
50240,34.0
19251,3.0
10173,78.0
41090,69.0
37302,34.0
40192,12.0
17187,11.0
38041,16.0
27058,1333.0
03123,7.0
29086,11.0
19252,3.0
40193,13.0
47158,12.0
22214,6.0
43144,8.0
29087,30.0
50242,4.0
12104,22.0
40194,116.0
20070,95.0
06124,450.0
10174,23.0
23081,132.0
44211,2.0
45160,68.0
22215,21.0
19254,1.0
39082,271.0
03124,3.0
46225,2.0
07058,136.0
43145,18.0
19901,1.0
22217,39.0
24164,58.0
43146,1.0
07047,129.0
04082,5.0
22218,6.0
43044,36.0
03125,4.0
44212,6.0
25202,7.0
25035,22.0
08267,12.0
37304,55.0
40195,34.0
40196,6.0
